position_name,city,company_name,salary,education,industry,address,industryLables,label,advantage,size,stage,work_year,position_detail
??数美的创始人唐会军在搜索、安全、语音识别等大数据领域拥有十余年研发经验，曾历任百度系统技术负责人、360高级技术总监等职位。创始团队均来自百度、360、小米、宜信、FICO等知名互联网公司，数美核心团队是国内最早一批从事大数据平台与应用研发的团队，曾负责过的大数据平台规模居全球前十。国际顶尖反欺诈技术，拥有十余项专利，同时在安全，反作弊、推荐，广告，语音识别等领域有着丰富的大数据成功应用经验。
???????www.ishumei.com

"

机器学习,北京,奇虎360科技有限公司,40k-80k,本科,"移动互联网,游戏","['酒仙桥', '大山子', '望京']","['大数据', '算法', '数据挖掘']",[],全额试用期 弹性工作 免费三餐 健身房等,2000人以上,上市公司,3-5年,"
职位描述：

岗位职责：
-大数据量的用户行为数据的处理、清洗和挖掘，并持续迭代优化推荐策略
-从数据中发现现有系统和算法的不足，提出改进的算法并推动实现
-追踪业内前沿技术，结合业务特点，探索将前沿的算法技术应用于实际业务
任职要求：
-精通Java/C++/Python/perl（精通任意一种语言即可），有2年以上数据挖掘的经验
-较好的数据挖掘、个性化推荐或自然语言处理经验，熟悉常用的机器学习算法
-有较多的程序开发经验，对数据结构和算法知识应用熟练；有大数据处理经验者更佳；
-良好的沟通和推动能力，主动性强，对个性化推荐有一定的兴趣

"

机器学习工程师,杭州,杭州卷瓜网络有限公司,13k-25k,本科,电子商务,"['古墩路', '西溪', '桂花园']",[],"['节日礼物', '出国旅游', '自主晋升计划', '买手战略']",时尚和科技并重,500-2000人,D轮及以上,应届毕业生,"
职位描述：

1.负责相关大数据应用算法的设计、研发与产品化。包括但不限于账户安全、内容安全、反作弊、反欺诈以及各类反套利等风险防控领域，以支撑集团（蘑菇街，美丽说等）电商、内容等各核心业务健康运行。
2.负责算法类产品的商业需求发掘、需求评审与提炼、技术预研、系统设计，并推动业务方共同落地；
3.跟踪最新的机器学习算法理论进展（如深度学习，概率图模型等），并且将优秀的算法应用到业务场景当中，提升业务效果；

职位要求：
1.计算机、统计、数学相关专业本科及以上学历，有机器学习、数据挖掘算法使用经验
2.熟练掌握Scala、Java、C++、Python、R、Matlab等的一种或几种开发语言；熟练掌握hadoop/hive/mahout/MPI/spark等一个或多个分布式计算框架/算法平台的应用；
3.沟通和表达能力良好，清楚的表达个人想法、理解他人观点，具备团队合作意识和推动协作达成的能力。
4.2019届毕业生

"

机器学习与算法工程师/研究员,北京,深思考人工智能机器人科技（北京）有限公司,15k-30k,硕士,"移动互联网,企业服务",['上地'],"['硬件制造', '数据挖掘']","['股票期权', '弹性工作', '领导好', '管理规范']","前沿公司,大平台",50-150人,A轮,不限,"
职位描述：

岗位职责：
1、结合数据挖掘传统算法，机器学习浅层算法，深度学习深层算法在人工智能领域的产品中进行分类和预测；
2、以上算法在图像识别、自然语言处理、舆情分析、语音识别等人工智能方面的应用；
3、以上算法在高性能云计算服务器上的并行化和优化工作。
任职要求：
1、硕士及以上学历，计算机相关专业毕业；
2、对机器学习的一般模型如分类、聚类、关联分析、预测等模型熟悉（LR，CART，SVM，NN，Bayesian，PCA，LDA等），理解一些常用的特征选择和矩阵分解的算法；
3、熟悉深度神经网络和常用的模型,如RBM、CNN、DBN、Sparsecoding、RNN等，对常用的开源实现,如Caffe、Theano或ConvNet等有实践经验者优先考虑；
4、熟悉深度神经网络在图像识别、自然语言处理方面的应用，有文本处理方面的经验者优先考虑；
5、熟悉大规模并行计算的基本原理并具有实现并行计算算法的基本能力，熟悉Hadoop或者Spark架构者优先考虑，有过基于GPU指令的算法优化经验者优先考虑；
6、良好的英文阅读能力，跟踪学术界和工业界的最新研究成果，并可以通过编程语言（C、C++、java、Python、Matlab）来编程实现，有编程实现过近几年深度学习相关论文算法者着重考虑；
7、有创造性的思维，敢于超越技术极限，致力于研发一流的技术和产品；
8、具有良好的沟通能力，和良好的团队合作精神。

"

机器学习工程师,北京,中诚信征信有限公司,20k-35k,本科,"数据服务,人工智能",['东四'],"['大数据', '征信', '算法']",[],"行业领导者,弹性工作制,午餐和零食,周五7小时",150-500人,不需要融资,1-3年,"
职位描述：

岗位职责：
1）负责信贷业务数据处理、变量加工和建模等工作；
2）负责机器学习、深度学习领域的算法模型研究工作；
3）负责机器学习平台项目的技术研发，根据业务需求对相关工具、算法进行稳定性和性能优化。?
?
任职要求：
1）985硕士及以上学历，数学、统计、计算机等相关专业均可，理论基础好；；
2）熟悉常用的机器学习算法，如随机森林，GBDT，聚类等；
3）熟练掌握python编程语言，代码能力强，熟悉Java者优先录用；；
4）熟悉Hive、HBase、Storm、Spark等开源平台，有丰富的工程项目经验；
5.熟悉神经网络、深度学习，有相关工作经验者优先。

公司简介：（?http://www.ccxcredit.com.cn/）?
??中诚信征信有限公司（简称“中诚信征信”）隶属于中诚信集团。在企业征信、个人征信、商业信息服务、市场调研咨询等领域，拥有十余年的丰富经验。公司始终坚守中立、客观、公正的理念，秉持专业、诚信、严谨的操守，做市场认可的独立第三方征信机构。??中诚信征信于?2014?年?6?月，率先获得全国企业征信业务经营备案资质，并于?2015?年?1?月，成为首批获准开展个人征信业务准备工作的独立第三方征信机构。作为第一批央行获得批准开展个人征信准备工作的民间征信机构，中诚信征信在商业利益驱动以外，希望能通过市场化行为和生活化应用让更多的人更好的了解个人信用的价值，促进我国社会化信用体系建设良性发展。
我们的优势?
?底蕴：隶属于中国最大的信用管理集团--中国诚信集团。
?资质：中国第一张企业征信牌照、首批个人征信准备工作牌照。
?专业：十余年征信行业领导者，持续专注于征信技术的研发。
?客观：坚持独立第三方定位，秉持客观中立原则。
?全面：线上与线下征信相结合，涵盖标准化与定制化服务。
?创新：中国首批互联网大数据征信的践行者。
我们的福利：
??我们不仅为员工提供优厚的福利保障，还致力于打造轻松、愉快的团队环境：
——按国家标准缴纳社保、公积金；
——年度14-15薪；
——扁平化管理，平易近人的领导团队；
——丰富的内、外部培训分享平台；
——每周五4点半下班，开启各类丰富有趣的团建活动；
——弹性的工作时间；
——免费午餐，更有多重美味的零食供以选择；
——位于东二环环境优美的独立四合院，紧邻地铁5、6号线东四站。

"

自然语言处理NLP/机器学习,北京,生命奇点（北京）科技有限公司,20k-40k,本科,"医疗健康,数据服务",,[],"['年底双薪', '带薪年假', '领导好', '通讯津贴']","发展空间大,项目前景好,团队氛围好,技术导向",50-150人,A轮,应届毕业生,"
职位描述：

工作职责：
1、应用自然语言处理技术，对病历文本做结构化处理，以及提取用户问题的答案；
2、对海量数据进行分析，文本信息的结构化、构建话题、实体知识图谱
?
岗位要求：
1、计算机／数学／统计学／模式识别相关专业，硕士应届以上，或本科毕业在相关领域1-3年工作经验；
2、熟悉NLP、机器学习、深度学习的理论基础；有海量数据挖掘、知识图谱研发经验优先；有过语音/图像识别、推荐系统、精准广告、舆情分析等领域的经验者优先；
3、熟悉Linux平台、Java/Scala/Python/C++中一种或多种语言编程；
4、在文本分析、实体识别、关系抽取、共指消解等领域有研发经验优先；
5、具有良好的学习能力、沟通能力，和团队合作精神。

"

机器学习工程师,北京,阳光保险集团股份有限公司,18k-35k,本科,金融,"['朝外', 'CBD']","['大数据', '金融', 'Java', '算法']","['绩效奖金', '五险一金', '通讯津贴', '交通补助']","五险一金,绩效奖金,节日福利,医疗保险",2000人以上,不需要融资,1-3年,"
职位描述：

岗位职责
1.利用机器学习方法解决金融领域的实际业务问题；
2.研究非结构化数据在信贷风控领域中的应用；
3.探索深度学习、增强学习、迁移学习等技术在金融业务的应用；
4.跟踪人工智能前沿技术，在实际业务中尝试应用；
岗位任职条件：
1.计算机/数学/统计/金融或相关领域学位，统招本科及以上学历；
2.扎实的算法、编程、数理基础，熟练使用Java、Python中的至少一种编程语言；
3.熟悉常用的机器学习、深度学习算法，有实践经验者优先；
4.熟悉中国市场信贷、股票、债券、基金等产品和规则，有量化相关从业经历者优先；
5.具备大数据处理能力，有分布式环境下非结构化数据处理经验者优先；
6.善于学习，思维活跃，乐于挑战，有良好的沟通表达能力和团队精神；
7.拥有至少两年机器学习工作经验，金融建模方向优先。

"

机器学习/自然语言处理算法工程师,北京,百度在线网络技术（北京）有限公司,30k-60k,本科,"移动互联网,数据服务","['西二旗', '西北旺', '上地']","['移动互联网', '搜索', 'NLP', '数据处理']","['股票期权', '弹性工作', '五险一金', '免费班车']",诱人的福利待遇,2000人以上,不需要融资,3-5年,"
职位描述：

